HHID,SPORDER,PUMA,AGEP,SCHG,COW,SEX,ESR,MIL,WKHP,RAC1P,HISP,isWorker,pop_race,NAICS2,WKW,OCCP,SCHL,isinlaborforce,SOCP,SOC2
94,2,7321,39,0,1.0,2,3.0,4.0,40.0,1,2,0,Hispanic,44,4.0,9130.0,9.0,1,533030,53
94,3,7321,17,14,,1,6.0,4.0,,1,2,0,Hispanic,0,,,14.0,0,0,0
94,4,7321,7,5,,2,,,,1,2,0,Hispanic,0,,,5.0,0,0,0
94,5,7321,60,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,6.0,0,0,0
94,6,7321,55,0,9.0,1,3.0,4.0,,1,2,0,Hispanic,99,,9920.0,9.0,1,999920,99
95,1,7322,34,0,1.0,2,1.0,4.0,30.0,1,2,1,Hispanic,44,1.0,705.0,18.0,1,131082,13
95,2,7322,33,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,44,1.0,4700.0,16.0,1,411011,41
95,3,7322,7,4,,2,,,,1,2,0,Hispanic,0,,,4.0,0,0,0
96,1,7313,34,0,1.0,2,1.0,4.0,60.0,1,1,1,White,56,1.0,440.0,21.0,1,1191XX,11
96,2,7313,3,1,,2,,,,1,1,0,White,0,,,1.0,0,0,0
97,1,7303,94,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,6.0,0,0,0
97,2,7303,94,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,5.0,0,0,0
97,3,7303,71,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,48,1.0,9122.0,13.0,1,533052,53
97,4,7303,69,0,1.0,2,1.0,4.0,40.0,1,2,1,Hispanic,721,1.0,5010.0,12.0,1,432011,43
97,5,7303,57,0,6.0,1,3.0,4.0,,1,2,0,Hispanic,23,,6410.0,17.0,1,472140,47
97,6,7303,23,15,,1,6.0,4.0,,1,2,0,Hispanic,0,,,16.0,0,0,0
97,7,7303,63,0,1.0,2,6.0,4.0,30.0,1,2,0,Hispanic,45,4.0,4760.0,11.0,0,412031,41
98,1,7304,72,0,,2,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
98,2,7304,71,0,,1,6.0,2.0,,1,1,0,White,0,,,18.0,0,0,0
99,1,7312,76,0,,1,6.0,2.0,,1,1,0,White,0,,,22.0,0,0,0
99,2,7312,76,0,,2,6.0,2.0,,1,1,0,White,0,,,16.0,0,0,0
100,1,7317,33,0,1.0,1,1.0,4.0,40.0,6,1,1,Asian,54,1.0,1021.0,21.0,1,151252,15
100,2,7317,35,0,6.0,2,6.0,4.0,,6,1,0,Asian,62,,3550.0,16.0,0,299000,29
101,1,7308,35,0,1.0,2,1.0,4.0,40.0,1,1,1,White,61,1.0,1010.0,21.0,1,151251,15
101,2,7308,34,0,1.0,1,1.0,4.0,40.0,9,1,1,Two or More,44,1.0,1050.0,21.0,1,151230,15
101,3,7308,10,7,,1,,,,9,1,0,Two or More,0,,,7.0,0,0,0
101,4,7308,9,5,,2,,,,9,1,0,Two or More,0,,,5.0,0,0,0
102,1,7317,64,0,4.0,2,6.0,4.0,,1,1,0,White,61,,440.0,24.0,0,1191XX,11
103,1,7318,55,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,54,1.0,440.0,21.0,1,1191XX,11
103,2,7318,55,15,1.0,2,1.0,4.0,40.0,1,2,1,Hispanic,45,1.0,4760.0,20.0,1,412031,41
103,3,7318,24,15,1.0,2,1.0,4.0,20.0,1,2,1,Hispanic,45,1.0,5240.0,20.0,1,434051,43
104,1,7319,65,0,1.0,1,1.0,2.0,40.0,1,2,1,Hispanic,33,1.0,7750.0,20.0,1,5120XX,51
104,2,7319,61,0,1.0,2,2.0,4.0,40.0,1,23,1,Hispanic,52,4.0,910.0,19.0,1,132070,13
104,3,7319,23,15,5.0,1,1.0,4.0,40.0,1,23,1,Hispanic,33,1.0,7330.0,19.0,1,49904X,49
104,4,7319,20,15,1.0,1,6.0,4.0,16.0,1,2,0,Hispanic,56,6.0,3930.0,19.0,0,339030,33
105,1,7310,60,0,6.0,2,1.0,4.0,55.0,1,1,1,White,62,1.0,4600.0,19.0,1,399011,39
105,2,7310,22,0,1.0,2,1.0,4.0,35.0,1,1,1,White,4M,4.0,4720.0,18.0,1,412010,41
105,3,7310,16,13,,1,6.0,,,1,1,0,White,0,,,13.0,0,0,0
106,1,7318,63,0,1.0,1,1.0,2.0,40.0,6,1,1,Asian,33,1.0,7330.0,20.0,1,49904X,49
106,2,7318,68,0,,2,6.0,4.0,,6,1,0,Asian,0,,,21.0,0,0,0
107,1,7309,29,0,1.0,1,1.0,4.0,55.0,1,1,1,White,45,1.0,51.0,21.0,1,112021,11
107,2,7309,27,0,1.0,2,1.0,4.0,24.0,1,1,1,White,722,2.0,4040.0,21.0,1,353011,35
108,1,7308,70,0,,1,6.0,3.0,,1,1,0,White,0,,,21.0,0,0,0
109,1,7315,29,15,1.0,2,1.0,4.0,20.0,1,1,1,White,62,4.0,3310.0,20.0,1,291292,29
109,2,7315,33,0,1.0,1,1.0,4.0,55.0,1,1,1,White,54,1.0,220.0,21.0,1,119021,11
109,3,7315,4,0,,2,,,,1,1,0,White,0,,,2.0,0,0,0
109,4,7315,1,0,,1,,,,1,1,0,White,0,,,,0,0,0
110,1,7302,52,0,9.0,2,3.0,4.0,,1,2,0,Hispanic,99,,9920.0,16.0,1,999920,99
110,2,7302,24,15,,2,6.0,4.0,,1,2,0,Hispanic,0,,,19.0,0,0,0
110,3,7302,17,14,,1,6.0,4.0,,1,2,0,Hispanic,0,,,14.0,0,0,0
111,1,7313,78,0,,1,6.0,2.0,,1,1,0,White,0,,,7.0,0,0,0
111,2,7313,67,0,3.0,2,1.0,4.0,20.0,1,1,1,White,62,1.0,2145.0,5.0,1,232011,23
111,3,7313,46,0,1.0,2,1.0,4.0,50.0,1,1,1,White,52,1.0,565.0,16.0,1,131041,13
112,1,7319,56,0,6.0,1,6.0,4.0,,1,1,0,White,23,,220.0,18.0,0,119021,11
112,2,7319,23,0,,1,6.0,4.0,,1,1,0,White,0,,,13.0,0,0,0
112,3,7319,57,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
113,1,7309,59,0,,2,6.0,4.0,,1,1,0,White,0,,,20.0,0,0,0
113,2,7309,57,0,6.0,1,1.0,4.0,80.0,1,1,1,White,54,1.0,10.0,22.0,1,1110XX,11
114,1,7314,53,0,2.0,2,1.0,4.0,40.0,1,1,1,White,62,1.0,3010.0,23.0,1,291020,29
115,1,7310,68,0,1.0,1,6.0,2.0,40.0,1,1,0,White,53,6.0,120.0,22.0,0,113031,11
116,1,7318,50,0,3.0,1,1.0,4.0,40.0,6,1,1,Asian,92,1.0,2014.0,19.0,1,211029,21
116,2,7318,50,0,1.0,2,1.0,4.0,40.0,6,1,1,Asian,722,1.0,800.0,21.0,1,132011,13
116,3,7318,24,0,1.0,1,1.0,4.0,40.0,6,1,1,Asian,33,1.0,7720.0,19.0,1,512020,51
116,4,7318,23,15,1.0,1,1.0,4.0,50.0,6,1,1,Asian,54,4.0,845.0,21.0,1,132051,13
117,1,7320,35,0,2.0,2,1.0,4.0,30.0,1,1,1,White,62,1.0,3255.0,22.0,1,291141,29
117,2,7320,42,0,1.0,1,1.0,4.0,40.0,1,1,1,White,49,1.0,160.0,18.0,1,113071,11
117,3,7320,4,1,,1,,,,1,1,0,White,0,,,1.0,0,0,0
117,4,7320,2,0,,2,,,,1,1,0,White,0,,,,0,0,0
118,1,7306,75,0,2.0,2,6.0,4.0,,1,1,0,White,62,,1760.0,23.0,0,192099,19
119,1,7319,69,0,4.0,1,1.0,2.0,40.0,1,2,1,Hispanic,92,1.0,3910.0,19.0,1,339021,33
119,2,7319,65,0,,2,6.0,4.0,,1,1,0,White,0,,,20.0,0,0,0
120,1,7310,25,0,1.0,1,1.0,4.0,40.0,1,1,1,White,32,4.0,2635.0,21.0,1,271025,27
120,2,7310,24,0,1.0,2,1.0,4.0,30.0,1,1,1,White,62,3.0,2300.0,21.0,1,252010,25
121,1,7311,47,0,1.0,1,1.0,4.0,50.0,1,1,1,White,33,1.0,735.0,24.0,1,131161,13
121,2,7311,47,0,1.0,2,6.0,4.0,,1,1,0,White,45,,4760.0,22.0,0,412031,41
121,3,7311,13,10,,2,,,,1,1,0,White,0,,,10.0,0,0,0
121,4,7311,11,8,,2,,,,1,1,0,White,0,,,8.0,0,0,0
122,1,7304,44,0,6.0,2,1.0,3.0,40.0,9,24,1,Hispanic,62,1.0,4600.0,23.0,1,399011,39
122,2,7304,47,0,3.0,1,1.0,4.0,40.0,1,1,1,White,61,1.0,230.0,21.0,1,119030,11
122,3,7304,5,3,,1,,,,9,24,0,Hispanic,0,,,3.0,0,0,0
123,1,7302,46,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,11,1.0,6050.0,1.0,1,4520XX,45
123,2,7302,40,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,1.0,0,0,0
123,3,7302,11,8,,1,,,,1,2,0,Hispanic,0,,,9.0,0,0,0
123,4,7302,12,9,,1,,,,1,2,0,Hispanic,0,,,10.0,0,0,0
124,1,7314,79,0,,1,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
124,2,7314,77,0,,2,6.0,4.0,,1,1,0,White,0,,,20.0,0,0,0
125,1,7307,48,0,6.0,2,1.0,4.0,10.0,1,1,1,White,81,6.0,4510.0,16.0,1,395012,39
125,2,7307,20,0,1.0,1,2.0,4.0,12.0,1,1,1,White,722,5.0,9130.0,16.0,1,533030,53
125,3,7307,17,14,,2,6.0,4.0,,1,1,0,White,0,,,14.0,0,0,0
126,1,7301,59,0,3.0,1,1.0,4.0,40.0,1,1,1,White,71,2.0,4622.0,21.0,1,399032,39
126,2,7301,52,0,1.0,1,1.0,4.0,40.0,6,1,1,Asian,54,2.0,2861.0,20.0,1,273091,27
127,1,7306,47,0,1.0,2,1.0,4.0,24.0,1,1,1,White,54,1.0,5860.0,21.0,1,439061,43
127,2,7306,40,0,1.0,1,1.0,3.0,40.0,1,2,1,Hispanic,56,1.0,440.0,20.0,1,1191XX,11
127,3,7306,11,8,,1,,,,1,2,0,Hispanic,0,,,9.0,0,0,0
127,4,7306,9,6,,1,,,,1,2,0,Hispanic,0,,,7.0,0,0,0
128,1,7304,68,0,6.0,1,6.0,2.0,40.0,1,1,0,White,32,6.0,565.0,21.0,0,131041,13
128,2,7304,67,0,6.0,2,6.0,4.0,20.0,1,1,0,White,61,5.0,2360.0,22.0,0,2530XX,25
129,1,7302,35,0,1.0,1,1.0,4.0,50.0,1,1,1,White,23,1.0,650.0,21.0,1,131151,13
129,2,7302,34,0,7.0,2,1.0,4.0,25.0,1,1,1,White,44,1.0,4700.0,22.0,1,411011,41
129,3,7302,7,3,,1,,,,1,1,0,White,0,,,4.0,0,0,0
129,4,7302,5,2,,2,,,,1,1,0,White,0,,,5.0,0,0,0
130,1,7313,54,0,1.0,2,3.0,4.0,,1,1,0,White,52,,4710.0,17.0,1,411012,41
130,2,7313,59,0,3.0,1,6.0,4.0,,1,1,0,White,92,,3870.0,20.0,0,333050,33
131,1,7315,68,0,5.0,1,6.0,2.0,,2,1,0,Black,MIL,,1555.0,20.0,0,17302X,17
131,2,7315,63,0,3.0,2,1.0,4.0,40.0,2,1,1,Black,62,1.0,5940.0,21.0,1,439XXX,43
132,1,7321,32,0,5.0,1,1.0,2.0,40.0,1,3,1,Hispanic,71,1.0,4251.0,20.0,1,373011,37
132,2,7321,30,0,5.0,2,1.0,4.0,40.0,1,1,1,White,71,1.0,5400.0,16.0,1,434171,43
133,1,7302,75,0,,1,6.0,4.0,,1,1,0,White,0,,,22.0,0,0,0
134,1,7312,31,16,1.0,1,1.0,4.0,40.0,1,1,1,White,52,1.0,1021.0,22.0,1,151252,15
134,2,7312,31,16,4.0,2,1.0,4.0,50.0,1,1,1,White,61,1.0,2205.0,24.0,1,251000,25
135,1,7310,71,0,,2,6.0,4.0,,1,1,0,White,0,,,22.0,0,0,0
135,2,7310,79,0,4.0,1,6.0,4.0,25.0,1,1,0,White,61,4.0,1760.0,24.0,0,192099,19
136,1,7312,23,15,,1,6.0,4.0,,6,1,0,Asian,0,,,20.0,0,0,0
137,1,7309,72,0,6.0,1,1.0,2.0,2.0,1,1,1,White,23,6.0,6410.0,18.0,1,472140,47
137,2,7309,70,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
138,1,7319,30,0,5.0,1,4.0,1.0,40.0,1,1,1,White,MIL,1.0,9830.0,16.0,0,559830,55
138,2,7319,1,0,,2,,,,1,1,0,White,0,,,,0,0,0
138,3,7319,30,15,1.0,2,1.0,4.0,30.0,1,1,1,White,81,5.0,4510.0,21.0,1,395012,39
139,1,7304,69,0,3.0,1,1.0,4.0,40.0,6,1,1,Asian,92,1.0,7340.0,21.0,1,499071,49
139,2,7304,52,0,1.0,2,3.0,4.0,30.0,6,1,0,Asian,45,4.0,4760.0,20.0,1,412031,41
139,3,7304,17,13,,1,6.0,4.0,,6,1,0,Asian,0,,,14.0,0,0,0
139,4,7304,14,11,,1,,,,6,1,0,Asian,0,,,12.0,0,0,0
140,1,7321,51,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,48,2.0,7210.0,16.0,1,493031,49
140,2,7321,49,0,9.0,2,3.0,4.0,,1,2,0,Hispanic,99,,9920.0,16.0,1,999920,99
140,3,7321,25,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,48,2.0,7210.0,16.0,1,493031,49
141,1,7320,60,0,1.0,1,1.0,4.0,40.0,1,19,1,Hispanic,33,4.0,1551.0,19.0,1,173023,17
141,2,7320,60,0,2.0,2,1.0,4.0,50.0,1,19,1,Hispanic,62,1.0,230.0,22.0,1,119030,11
142,1,7322,82,15,,1,6.0,2.0,,6,24,0,Hispanic,0,,,20.0,0,0,0
142,2,7322,69,0,1.0,2,1.0,4.0,36.0,6,24,1,Hispanic,62,1.0,4600.0,21.0,1,399011,39
143,1,7321,27,0,1.0,2,1.0,4.0,40.0,8,2,1,Hispanic,45,1.0,5610.0,18.0,1,435071,43
143,2,7321,36,0,1.0,1,1.0,4.0,50.0,8,2,1,Hispanic,71,1.0,52.0,19.0,1,112022,11
143,3,7321,49,0,,1,6.0,2.0,,8,2,0,Hispanic,0,,,21.0,0,0,0
143,4,7321,33,0,1.0,1,1.0,4.0,40.0,8,2,1,Hispanic,49,1.0,9640.0,16.0,1,537064,53
144,1,7315,74,0,,1,6.0,2.0,,1,1,0,White,0,,,20.0,0,0,0
144,2,7315,73,15,,2,6.0,4.0,,9,1,0,Two or More,0,,,19.0,0,0,0
144,3,7315,43,0,2.0,1,1.0,4.0,9.0,9,1,1,Two or More,71,2.0,4020.0,17.0,1,352010,35
145,1,7308,67,0,,1,6.0,2.0,,6,1,0,Asian,0,,,21.0,0,0,0
145,2,7308,68,0,7.0,2,1.0,4.0,70.0,6,1,1,Asian,53,1.0,10.0,21.0,1,1110XX,11
146,1,7302,52,0,1.0,2,1.0,4.0,40.0,1,1,1,White,62,1.0,4840.0,20.0,1,413091,41
146,2,7302,17,13,1.0,1,1.0,4.0,10.0,1,2,1,Hispanic,722,1.0,4130.0,13.0,1,359011,35
146,3,7302,16,12,,1,6.0,,,1,2,0,Hispanic,0,,,12.0,0,0,0
147,1,7315,47,0,1.0,2,1.0,4.0,36.0,1,1,1,White,54,1.0,1610.0,22.0,1,191020,19
147,2,7315,5,0,,1,,,,1,1,0,White,0,,,2.0,0,0,0
147,3,7315,5,0,,2,,,,1,1,0,White,0,,,2.0,0,0,0
147,4,7315,69,0,,2,6.0,4.0,,1,1,0,White,0,,,20.0,0,0,0
148,1,7319,72,0,,2,6.0,4.0,,1,1,0,White,0,,,22.0,0,0,0
149,1,7302,54,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,71,1.0,8300.0,8.0,1,516011,51
149,2,7302,50,0,1.0,2,1.0,4.0,40.0,1,2,1,Hispanic,71,1.0,4230.0,8.0,1,372012,37
149,3,7302,30,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,71,1.0,4400.0,16.0,1,393010,39
149,4,7302,26,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,71,1.0,4400.0,19.0,1,393010,39
149,5,7302,25,0,1.0,2,1.0,4.0,40.0,1,2,1,Hispanic,71,1.0,4655.0,19.0,1,399099,39
149,6,7302,19,15,,2,6.0,4.0,,1,2,0,Hispanic,0,,,19.0,0,0,0
150,1,7319,81,0,,2,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
151,1,7302,75,0,4.0,1,6.0,2.0,,1,1,0,White,61,,2006.0,24.0,0,211019,21
151,2,7302,74,0,,2,6.0,4.0,,1,1,0,White,0,,,20.0,0,0,0
152,1,7319,55,0,6.0,1,1.0,4.0,50.0,1,1,1,White,44,1.0,4700.0,9.0,1,411011,41
152,2,7319,47,0,1.0,2,1.0,4.0,24.0,1,1,1,White,52,1.0,120.0,19.0,1,113031,11
152,3,7319,26,0,1.0,2,1.0,4.0,35.0,1,1,1,White,54,1.0,1031.0,21.0,1,151254,15
152,4,7319,24,0,1.0,1,1.0,4.0,60.0,1,1,1,White,53,1.0,410.0,21.0,1,119141,11
152,5,7319,22,15,1.0,1,2.0,4.0,25.0,1,1,1,White,32,4.0,735.0,20.0,1,131161,13
153,1,7315,78,0,,2,6.0,4.0,,1,1,0,White,0,,,13.0,0,0,0
153,2,7315,80,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
154,1,7306,82,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
155,1,7310,47,0,1.0,2,1.0,4.0,40.0,1,1,1,White,52,1.0,110.0,21.0,1,113021,11
155,2,7310,51,0,7.0,1,1.0,4.0,55.0,1,1,1,White,54,1.0,2640.0,22.0,1,27102X,27
155,3,7310,18,14,,1,6.0,4.0,,1,1,0,White,0,,,14.0,0,0,0
155,4,7310,13,10,,1,,,,1,1,0,White,0,,,10.0,0,0,0
156,1,7304,57,0,1.0,1,1.0,4.0,40.0,1,1,1,White,33,1.0,2100.0,22.0,1,2310XX,23
156,2,7304,56,0,1.0,2,6.0,4.0,50.0,1,1,0,White,32,4.0,705.0,21.0,0,131082,13
157,1,7319,63,0,1.0,2,2.0,4.0,40.0,1,1,1,White,56,1.0,5240.0,18.0,1,434051,43
157,2,7319,54,0,1.0,1,1.0,2.0,40.0,1,1,1,White,48,1.0,9130.0,16.0,1,533030,53
158,1,7312,80,0,,2,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
159,1,7308,32,0,1.0,1,1.0,4.0,40.0,2,1,1,Black,33,1.0,1021.0,21.0,1,151252,15
159,2,7308,1,0,,1,,,,2,1,0,Black,0,,,,0,0,0
159,3,7308,26,0,1.0,2,6.0,4.0,30.0,2,1,0,Black,45,5.0,9645.0,19.0,0,537065,53
160,1,7314,61,0,4.0,1,1.0,4.0,40.0,6,1,1,Asian,61,1.0,2205.0,24.0,1,251000,25
160,2,7314,50,0,1.0,2,1.0,4.0,28.0,6,1,1,Asian,62,4.0,3603.0,19.0,1,311131,31
160,3,7314,25,0,1.0,2,3.0,4.0,,8,1,0,White,722,,4150.0,18.0,1,359031,35
160,4,7314,22,15,1.0,2,1.0,4.0,15.0,8,1,1,White,722,1.0,4150.0,19.0,1,359031,35
160,5,7314,20,15,1.0,2,1.0,4.0,25.0,8,1,1,White,722,1.0,4110.0,19.0,1,353031,35
161,1,7321,75,0,,2,6.0,2.0,,1,1,0,White,0,,,16.0,0,0,0
162,1,7322,55,0,1.0,2,1.0,4.0,40.0,1,2,1,Hispanic,52,1.0,4710.0,21.0,1,411012,41
163,1,7305,64,0,1.0,1,6.0,4.0,,1,1,0,White,44,,10.0,21.0,0,1110XX,11
163,2,7305,63,0,,2,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
164,1,7315,26,0,1.0,1,1.0,4.0,40.0,6,1,1,Asian,54,3.0,1430.0,21.0,1,172110,17
165,1,7315,73,0,1.0,1,6.0,4.0,,6,1,0,Asian,56,,4251.0,21.0,0,373011,37
166,1,7316,26,0,5.0,1,1.0,4.0,65.0,1,1,1,White,92,6.0,1460.0,22.0,1,172141,17
167,1,7307,47,0,1.0,1,1.0,4.0,40.0,1,1,1,White,23,1.0,9130.0,9.0,1,533030,53
167,2,7307,20,0,1.0,2,1.0,4.0,40.0,1,1,1,White,81,1.0,5400.0,18.0,1,434171,43
167,3,7307,17,14,1.0,2,1.0,4.0,10.0,1,1,1,White,45,6.0,4720.0,14.0,1,412010,41
167,4,7307,0,0,,2,,,,1,1,0,White,0,,,,0,0,0
167,5,7307,49,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
168,1,7306,43,0,6.0,2,1.0,4.0,10.0,1,1,1,White,54,1.0,5120.0,21.0,1,433031,43
168,2,7306,45,0,1.0,1,2.0,4.0,40.0,1,1,1,White,44,1.0,7200.0,17.0,1,493023,49
168,3,7306,13,9,,1,,,,1,1,0,White,0,,,9.0,0,0,0
168,4,7306,11,8,,2,,,,1,1,0,White,0,,,8.0,0,0,0
169,1,7318,40,0,2.0,1,1.0,4.0,40.0,6,1,1,Asian,61,3.0,2320.0,22.0,1,252030,25
169,2,7318,70,0,7.0,1,1.0,2.0,90.0,1,1,1,White,23,1.0,6200.0,19.0,1,471011,47
169,3,7318,50,0,1.0,1,1.0,4.0,25.0,2,1,1,Black,51,1.0,5260.0,18.0,1,434071,43
170,1,7306,51,0,1.0,1,1.0,4.0,50.0,6,1,1,Asian,722,1.0,845.0,21.0,1,132051,13
170,2,7306,48,0,2.0,2,1.0,4.0,28.0,6,1,1,Asian,81,1.0,2060.0,22.0,1,212099,21
170,3,7306,18,13,,1,6.0,4.0,,6,1,0,Asian,0,,,13.0,0,0,0
171,1,7319,62,0,,2,6.0,4.0,,2,1,0,Black,0,,,20.0,0,0,0
172,1,7305,60,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
172,2,7305,61,0,1.0,1,1.0,4.0,35.0,1,1,1,White,45,1.0,4760.0,19.0,1,412031,41
173,1,7313,59,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
174,1,7308,74,0,,1,6.0,2.0,,1,1,0,White,0,,,21.0,0,0,0
175,1,7310,32,0,7.0,1,1.0,4.0,40.0,1,2,1,Hispanic,81,1.0,4710.0,19.0,1,411012,41
175,2,7310,31,0,6.0,2,1.0,4.0,26.0,1,2,1,Hispanic,62,1.0,3261.0,22.0,1,291291,29
176,1,7306,63,0,2.0,2,1.0,4.0,40.0,1,1,1,White,61,1.0,230.0,21.0,1,119030,11
176,2,7306,37,0,8.0,1,6.0,4.0,,1,1,0,White,44,,4760.0,21.0,0,412031,41
177,1,7316,83,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,9.0,0,0,0
177,2,7316,27,0,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,33,1.0,8140.0,18.0,1,514120,51
177,3,7316,21,15,1.0,1,1.0,4.0,40.0,1,2,1,Hispanic,71,1.0,4720.0,19.0,1,412010,41
177,4,7316,19,15,4.0,2,1.0,4.0,15.0,1,2,1,Hispanic,62,5.0,3602.0,19.0,1,311122,31
177,5,7316,18,15,,1,6.0,4.0,,1,2,0,Hispanic,0,,,16.0,0,0,0
178,1,7317,77,0,1.0,1,1.0,4.0,36.0,1,2,1,Hispanic,721,1.0,4140.0,5.0,1,359021,35
178,2,7317,72,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,6.0,0,0,0
179,1,7308,53,0,1.0,1,1.0,4.0,50.0,1,1,1,White,721,1.0,20.0,21.0,1,111021,11
179,2,7308,55,0,1.0,2,1.0,4.0,50.0,1,1,1,White,721,1.0,5410.0,21.0,1,434181,43
179,3,7308,11,8,,1,,,,1,1,0,White,0,,,9.0,0,0,0
179,4,7308,8,5,,1,,,,1,1,0,White,0,,,5.0,0,0,0
180,1,7302,50,0,4.0,1,1.0,2.0,45.0,1,1,1,White,61,1.0,2320.0,21.0,1,252030,25
180,2,7302,51,0,6.0,2,1.0,4.0,40.0,1,1,1,White,71,1.0,4621.0,21.0,1,399031,39
180,3,7302,21,15,3.0,2,6.0,4.0,6.0,1,1,0,White,61,5.0,2350.0,19.0,0,253041,25
180,4,7302,15,13,,2,,,,1,1,0,White,0,,,13.0,0,0,0
181,1,7313,55,0,3.0,2,1.0,4.0,40.0,1,1,1,White,61,1.0,5820.0,20.0,1,439022,43
181,2,7313,60,0,1.0,1,1.0,4.0,25.0,9,1,1,Two or More,56,4.0,3930.0,15.0,1,339030,33
182,1,7306,28,0,1.0,1,6.0,4.0,25.0,9,1,0,Two or More,71,5.0,4435.0,18.0,0,3930XX,39
182,2,7306,1,0,,1,,,,1,1,0,White,0,,,,0,0,0
182,3,7306,23,0,3.0,2,1.0,4.0,18.0,1,1,1,White,61,4.0,2545.0,18.0,1,259040,25
183,1,7322,25,0,1.0,1,1.0,4.0,40.0,8,2,1,Hispanic,722,1.0,310.0,19.0,1,119051,11
183,2,7322,63,0,,2,6.0,4.0,,8,2,0,Hispanic,0,,,12.0,0,0,0
183,3,7322,24,15,1.0,2,3.0,4.0,,8,2,0,Hispanic,44,,4700.0,18.0,1,411011,41
184,1,7315,46,0,6.0,1,1.0,4.0,40.0,6,1,1,Asian,81,1.0,4330.0,21.0,1,391000,39
184,2,7315,45,0,1.0,2,1.0,4.0,40.0,6,1,1,Asian,81,3.0,4710.0,21.0,1,411012,41
184,3,7315,10,7,,2,,,,6,1,0,Asian,0,,,8.0,0,0,0
185,1,7317,46,0,6.0,2,1.0,4.0,30.0,1,1,1,White,81,1.0,4510.0,19.0,1,395012,39
186,1,7311,56,0,,2,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
186,2,7311,47,0,3.0,1,2.0,4.0,38.0,1,1,1,White,721,1.0,9300.0,19.0,1,5350XX,53
186,3,7311,16,13,,1,6.0,,,1,1,0,White,0,,,14.0,0,0,0
186,4,7311,81,0,,1,6.0,2.0,,1,1,0,White,0,,,19.0,0,0,0
187,1,7301,64,0,2.0,2,1.0,4.0,15.0,9,23,1,Hispanic,81,1.0,2050.0,21.0,1,212021,21
187,2,7301,29,0,1.0,1,1.0,4.0,40.0,9,3,1,Hispanic,44,1.0,4700.0,19.0,1,411011,41
187,3,7301,62,0,,2,6.0,4.0,,9,23,0,Hispanic,0,,,19.0,0,0,0
188,1,7320,40,0,2.0,2,1.0,4.0,20.0,1,1,1,White,71,4.0,725.0,19.0,1,131121,13
188,2,7320,45,0,5.0,1,4.0,1.0,80.0,1,1,1,White,MIL,1.0,9310.0,22.0,0,535020,53
188,3,7320,13,9,,1,,,,1,1,0,White,0,,,9.0,0,0,0
188,4,7320,7,3,,1,,,,1,1,0,White,0,,,3.0,0,0,0
189,1,7310,94,0,2.0,2,6.0,4.0,,1,1,0,White,81,,2050.0,24.0,0,212021,21
189,2,7310,44,0,1.0,2,1.0,4.0,40.0,6,1,1,Asian,62,1.0,3601.0,16.0,1,311121,31
189,3,7310,43,0,5.0,1,4.0,1.0,40.0,6,1,1,Asian,MIL,1.0,9830.0,21.0,0,559830,55
190,1,7309,61,0,6.0,1,6.0,4.0,9.0,1,1,0,White,23,5.0,220.0,20.0,0,119021,11
191,1,7310,73,0,,1,6.0,2.0,,1,1,0,White,0,,,23.0,0,0,0
191,2,7310,69,0,,2,6.0,4.0,,1,1,0,White,0,,,22.0,0,0,0
192,1,7321,51,0,1.0,2,1.0,4.0,7.0,1,1,1,White,56,2.0,4220.0,18.0,1,37201X,37
193,1,7317,36,0,1.0,1,1.0,4.0,40.0,8,2,1,Hispanic,722,1.0,4030.0,16.0,1,352021,35
