HHID,SPORDER,PUMA,AGEP,SCHG,COW,SEX,ESR,MIL,WKHP
6156,1,7318,71,,6.0,2,6.0,4.0,
6156,2,7318,36,15.0,1.0,1,1.0,4.0,40.0
6157,1,7301,31,,5.0,1,4.0,1.0,60.0
6157,2,7301,31,,2.0,2,6.0,4.0,
6157,3,7301,4,,,2,,,
6157,4,7301,1,,,2,,,
6158,1,7320,55,,1.0,1,1.0,4.0,40.0
6158,2,7320,54,,2.0,2,1.0,4.0,50.0
6159,1,7315,23,,1.0,1,1.0,4.0,40.0
6159,2,7315,23,,4.0,2,1.0,4.0,40.0
6160,1,7305,72,,,1,6.0,4.0,
6160,2,7305,72,,,2,6.0,4.0,
6160,3,7305,45,,2.0,1,1.0,2.0,80.0
6160,4,7305,43,,3.0,1,1.0,4.0,80.0
6160,5,7305,21,15.0,1.0,2,1.0,4.0,15.0
6160,6,7305,20,15.0,1.0,2,1.0,4.0,20.0
6160,7,7305,44,,1.0,2,1.0,4.0,72.0
6161,1,7313,60,,3.0,2,6.0,4.0,
6161,2,7313,61,,,1,6.0,4.0,
6162,1,7315,38,16.0,4.0,2,1.0,4.0,20.0
6162,2,7315,39,,4.0,1,3.0,4.0,
6162,3,7315,16,13.0,,2,6.0,,
6162,4,7315,13,10.0,,2,,,
6162,5,7315,10,7.0,,1,,,
6162,6,7315,5,2.0,,1,,,
6163,1,7313,73,,,2,6.0,4.0,
6164,1,7318,62,,3.0,1,1.0,2.0,40.0
6164,2,7318,60,,,2,6.0,4.0,
6165,1,7316,61,,1.0,1,1.0,2.0,40.0
6165,2,7316,61,,,2,6.0,2.0,
6166,1,7316,32,,1.0,1,1.0,4.0,40.0
6167,1,7315,32,,5.0,2,1.0,4.0,40.0
6168,1,7320,27,,5.0,1,4.0,1.0,50.0
6169,1,7316,29,,1.0,2,1.0,4.0,38.0
6170,1,7314,75,,,1,6.0,4.0,
6170,2,7314,79,,,2,6.0,4.0,
6171,1,7315,43,,2.0,2,1.0,4.0,40.0
6172,1,7301,56,,1.0,1,1.0,2.0,40.0
6172,2,7301,56,,,2,6.0,4.0,
6172,3,7301,14,10.0,,2,,,
6173,1,7303,59,,1.0,2,1.0,4.0,40.0
6173,2,7303,40,,5.0,1,4.0,1.0,40.0
6173,3,7303,31,,1.0,2,1.0,4.0,40.0
6174,1,7305,59,,3.0,2,6.0,4.0,
6174,2,7305,60,,3.0,1,6.0,4.0,
6175,1,7306,65,,6.0,2,1.0,4.0,40.0
6175,2,7306,66,,,2,6.0,4.0,
6176,1,7316,37,,1.0,1,1.0,4.0,45.0
6177,1,7313,40,16.0,1.0,1,1.0,4.0,20.0
6177,2,7313,55,,1.0,1,3.0,4.0,
6177,3,7313,47,16.0,4.0,2,1.0,4.0,6.0
6177,4,7313,44,16.0,4.0,1,1.0,4.0,4.0
6177,5,7313,71,16.0,,2,6.0,4.0,
6178,1,7314,70,,2.0,2,1.0,4.0,8.0
6179,1,7310,38,,5.0,1,4.0,1.0,45.0
6179,2,7310,36,,1.0,2,6.0,4.0,35.0
6180,1,7304,72,,1.0,2,6.0,4.0,
6181,1,7304,50,,1.0,1,1.0,2.0,50.0
6181,2,7304,42,,6.0,2,6.0,4.0,
6181,3,7304,10,6.0,,1,,,
6181,4,7304,8,4.0,,2,,,
6182,1,7317,45,,,2,6.0,4.0,
6183,1,7316,31,,1.0,1,1.0,4.0,36.0
6184,1,7318,79,,,2,6.0,4.0,
6184,2,7318,56,,1.0,2,6.0,4.0,
6184,3,7318,30,,1.0,1,3.0,4.0,20.0
6184,4,7318,38,,1.0,2,3.0,4.0,
6184,5,7318,25,,1.0,1,1.0,4.0,30.0
6185,1,7316,77,,,2,6.0,4.0,
6186,1,7321,56,,,2,6.0,4.0,
6187,1,7315,85,,,1,6.0,2.0,
6188,1,7317,70,,,1,6.0,2.0,
6188,2,7317,70,,,2,6.0,4.0,
6189,1,7312,42,,7.0,2,1.0,4.0,50.0
6189,2,7312,7,4.0,,1,,,
6189,3,7312,5,2.0,,1,,,
6190,1,7307,55,,1.0,1,1.0,3.0,45.0
6191,1,7316,70,,5.0,1,6.0,2.0,50.0
6191,2,7316,66,,,2,6.0,4.0,
6192,1,7305,74,,1.0,2,1.0,4.0,16.0
6193,1,7315,88,,,1,6.0,4.0,
6194,1,7318,26,,6.0,2,1.0,4.0,10.0
6194,2,7318,32,,6.0,1,1.0,4.0,30.0
6194,3,7318,2,,,2,,,
6194,4,7318,26,,7.0,2,1.0,4.0,10.0
6195,1,7316,54,,1.0,2,1.0,4.0,50.0
6196,1,7308,84,,,1,6.0,2.0,
6196,2,7308,82,,,2,6.0,4.0,
6197,1,7318,61,,1.0,2,1.0,4.0,45.0
6197,2,7318,66,,1.0,1,1.0,4.0,50.0
6197,3,7318,27,15.0,1.0,1,1.0,4.0,20.0
6197,4,7318,24,15.0,1.0,1,1.0,4.0,32.0
6197,5,7318,20,15.0,2.0,2,1.0,4.0,24.0
6198,1,7311,64,,1.0,1,3.0,4.0,50.0
6198,2,7311,59,,1.0,2,1.0,4.0,40.0
6198,3,7311,26,16.0,1.0,2,1.0,4.0,40.0
6198,4,7311,25,,1.0,1,1.0,4.0,40.0
6199,1,7312,66,,6.0,1,1.0,4.0,40.0
6199,2,7312,57,,2.0,2,1.0,4.0,34.0
6200,1,7314,48,16.0,7.0,2,1.0,4.0,30.0
6200,2,7314,18,15.0,1.0,1,1.0,4.0,23.0
6201,1,7312,31,,1.0,1,1.0,4.0,40.0
6201,2,7312,30,,,2,6.0,4.0,
6201,3,7312,3,1.0,,1,,,
6202,1,7314,60,,3.0,2,1.0,4.0,10.0
6203,1,7317,49,,,1,6.0,4.0,
6203,2,7317,54,,1.0,1,1.0,4.0,40.0
6204,1,7315,46,,1.0,2,1.0,2.0,60.0
6205,1,7310,63,,,1,6.0,4.0,
6206,1,7318,56,,7.0,1,1.0,2.0,40.0
6206,2,7318,46,,1.0,2,1.0,4.0,50.0
6206,3,7318,29,15.0,1.0,1,1.0,4.0,15.0
6206,4,7318,26,15.0,1.0,1,1.0,4.0,15.0
6206,5,7318,23,15.0,,1,6.0,3.0,
6206,6,7318,16,13.0,,1,6.0,,
6206,7,7318,8,5.0,,2,,,
6207,1,7301,39,,1.0,2,6.0,4.0,
6207,2,7301,47,,6.0,1,1.0,4.0,50.0
6207,3,7301,14,11.0,,1,,,
6207,4,7301,2,,,2,,,
6207,5,7301,24,15.0,1.0,2,1.0,4.0,45.0
6208,1,7308,67,,1.0,1,6.0,4.0,
6208,2,7308,65,,1.0,2,6.0,4.0,
6208,3,7308,84,,,2,6.0,4.0,
6209,1,7301,54,,1.0,1,1.0,4.0,40.0
6209,2,7301,52,,1.0,2,1.0,4.0,38.0
6209,3,7301,24,,1.0,1,3.0,4.0,
6209,4,7301,78,,1.0,2,6.0,4.0,20.0
6210,1,7307,33,,1.0,2,1.0,4.0,45.0
6210,2,7307,34,,5.0,1,1.0,4.0,40.0
6210,3,7307,9,6.0,,2,,,
6210,4,7307,1,,,2,,,
6211,1,7313,38,,1.0,2,1.0,4.0,12.0
6211,2,7313,47,,1.0,1,1.0,4.0,30.0
6211,3,7313,12,8.0,,1,,,
6211,4,7313,4,1.0,,1,,,
6211,5,7313,11,7.0,,2,,,
6212,1,7310,94,,7.0,1,6.0,2.0,
6213,1,7316,31,,1.0,1,1.0,4.0,48.0
6213,2,7316,31,,1.0,2,1.0,4.0,55.0
6213,3,7316,32,,1.0,2,1.0,4.0,35.0
6214,1,7302,59,,1.0,1,6.0,4.0,
6214,2,7302,60,,1.0,2,1.0,4.0,37.0
6215,1,7307,21,15.0,2.0,1,1.0,4.0,22.0
6215,2,7307,23,15.0,2.0,1,1.0,4.0,20.0
6216,1,7319,48,,6.0,2,1.0,4.0,40.0
6216,2,7319,57,,6.0,1,1.0,2.0,40.0
6216,3,7319,13,10.0,,2,,,
6217,1,7316,53,,1.0,2,3.0,4.0,1.0
6217,2,7316,21,,1.0,2,1.0,4.0,38.0
6217,3,7316,21,,1.0,2,1.0,4.0,38.0
6218,1,7309,29,,1.0,1,1.0,4.0,40.0
6219,1,7315,69,,2.0,2,6.0,4.0,
6219,2,7315,69,,1.0,1,6.0,4.0,
6220,1,7321,49,,3.0,2,1.0,4.0,40.0
6220,2,7321,48,,3.0,1,1.0,4.0,40.0
6220,3,7321,13,10.0,,2,,,
6220,4,7321,71,,,2,6.0,4.0,
6221,1,7304,58,,1.0,1,1.0,4.0,50.0
6221,2,7304,52,,1.0,2,1.0,4.0,25.0
6221,3,7304,17,14.0,1.0,2,1.0,4.0,15.0
6222,1,7310,58,,1.0,2,6.0,4.0,
6223,1,7319,24,,5.0,1,4.0,1.0,40.0
6224,1,7315,57,,2.0,2,1.0,4.0,40.0
6224,2,7315,64,,7.0,1,1.0,4.0,40.0
6224,3,7315,12,8.0,,2,,,
6225,1,7315,48,,6.0,2,1.0,4.0,20.0
6226,1,7316,28,16.0,1.0,2,1.0,4.0,40.0
6226,2,7316,27,,,1,6.0,4.0,
6227,1,7304,88,,,2,6.0,4.0,
6228,1,7312,29,,1.0,2,1.0,4.0,40.0
6228,2,7312,51,,7.0,2,1.0,4.0,30.0
6229,1,7313,28,,1.0,1,1.0,4.0,45.0
6229,2,7313,28,15.0,1.0,2,1.0,4.0,20.0
6230,1,7314,37,,,2,6.0,4.0,
6230,2,7314,49,,1.0,1,1.0,4.0,40.0
6230,3,7314,10,6.0,,2,,,
6231,1,7320,56,,5.0,1,1.0,4.0,60.0
6231,2,7320,56,,2.0,2,6.0,4.0,
6232,1,7319,56,,1.0,2,1.0,4.0,26.0
6232,2,7319,15,12.0,,1,,,
6233,1,7320,60,,2.0,1,1.0,4.0,40.0
6233,2,7320,57,,3.0,2,1.0,4.0,35.0
6233,3,7320,19,15.0,1.0,1,1.0,4.0,25.0
6234,1,7317,71,,,1,6.0,4.0,
6234,2,7317,67,,,2,6.0,4.0,
6235,1,7306,36,,4.0,2,2.0,4.0,45.0
6235,2,7306,14,10.0,,1,,,
6235,3,7306,12,10.0,,2,,,
6235,4,7306,6,2.0,,1,,,
6235,5,7306,0,,,1,,,
6236,1,7317,25,,3.0,1,1.0,4.0,28.0
6237,1,7315,48,,1.0,2,1.0,4.0,35.0
6237,2,7315,49,,,1,6.0,4.0,
6237,3,7315,20,15.0,,2,6.0,4.0,
6237,4,7315,15,11.0,,1,,,
6238,1,7310,34,,1.0,1,1.0,2.0,40.0
6239,1,7303,64,,1.0,1,1.0,4.0,20.0
6239,2,7303,53,,4.0,2,1.0,4.0,30.0
6240,1,7310,49,,1.0,2,1.0,4.0,50.0
6241,1,7303,60,,1.0,2,1.0,4.0,65.0
6241,2,7303,61,,1.0,1,6.0,4.0,40.0
6242,1,7313,35,,1.0,2,1.0,4.0,30.0
6242,2,7313,41,,1.0,1,1.0,4.0,70.0
6242,3,7313,13,9.0,,1,,,
6242,4,7313,10,7.0,,1,,,
6242,5,7313,2,,,2,,,
6243,1,7311,34,,5.0,1,1.0,4.0,40.0
6243,2,7311,35,,2.0,2,1.0,4.0,40.0
6243,3,7311,2,,,2,,,
6243,4,7311,0,,,1,,,
6243,5,7311,57,,9.0,1,3.0,4.0,
6243,6,7311,52,,1.0,2,1.0,4.0,25.0
6244,1,7308,31,,1.0,2,1.0,4.0,40.0
6244,2,7308,35,,1.0,1,1.0,4.0,40.0
6244,3,7308,3,,,2,,,
6245,1,7311,36,,1.0,1,1.0,4.0,40.0
6245,2,7311,33,,,2,6.0,4.0,
6245,3,7311,6,3.0,,1,,,
6246,1,7319,63,,2.0,2,6.0,4.0,15.0
6246,2,7319,57,,,2,6.0,4.0,
6247,1,7319,41,,1.0,1,1.0,4.0,40.0
6247,2,7319,41,,1.0,2,1.0,4.0,40.0
6248,1,7322,69,,,1,6.0,2.0,
6248,2,7322,79,,,2,6.0,4.0,
6248,3,7322,44,,,1,6.0,4.0,
6249,1,7322,71,,,2,6.0,4.0,
6249,2,7322,74,,,1,6.0,4.0,
6250,1,7317,48,,6.0,2,1.0,4.0,30.0
6250,2,7317,17,14.0,9.0,2,3.0,4.0,
6250,3,7317,13,9.0,,2,,,
6251,1,7317,21,15.0,1.0,2,1.0,4.0,20.0
6251,2,7317,24,16.0,1.0,1,6.0,4.0,
6251,3,7317,20,15.0,1.0,2,1.0,4.0,20.0
6251,4,7317,20,15.0,1.0,2,3.0,4.0,
6252,1,7314,57,,6.0,2,1.0,4.0,20.0
6252,2,7314,17,13.0,,2,6.0,4.0,
6253,1,7321,60,,1.0,1,1.0,4.0,40.0
6254,1,7310,29,,7.0,2,1.0,4.0,40.0
6254,2,7310,31,,3.0,1,1.0,4.0,25.0
6255,1,7320,62,,,2,6.0,4.0,
6255,2,7320,27,,1.0,2,1.0,4.0,35.0
6255,3,7320,7,4.0,,2,,,
6255,4,7320,5,2.0,,2,,,
6255,5,7320,4,,,2,,,
6256,1,7310,75,,,1,6.0,2.0,
6256,2,7310,68,,,2,6.0,4.0,
6257,1,7318,64,,6.0,1,3.0,4.0,
6258,1,7302,74,,,2,6.0,4.0,
6259,1,7312,26,,1.0,1,1.0,4.0,40.0
6259,2,7312,6,2.0,,1,,,
6259,3,7312,25,,1.0,2,6.0,4.0,
6260,1,7306,87,,,1,6.0,2.0,
6261,1,7322,40,,1.0,1,3.0,4.0,3.0
6261,2,7322,41,,3.0,2,1.0,4.0,40.0
6261,3,7322,12,9.0,,2,,,
6261,4,7322,10,7.0,,2,,,
6261,5,7322,7,4.0,,1,,,
6262,1,7311,44,,6.0,2,1.0,4.0,32.0
6262,2,7311,45,,1.0,1,1.0,4.0,50.0
6262,3,7311,15,12.0,,1,,,
6262,4,7311,15,11.0,,2,,,
6263,1,7308,74,,3.0,1,1.0,2.0,40.0
6263,2,7308,68,,,2,6.0,4.0,
6264,1,7306,53,,2.0,2,1.0,4.0,39.0
6265,1,7315,42,,1.0,1,1.0,2.0,40.0
6266,1,7310,55,,2.0,2,1.0,4.0,36.0
6266,2,7310,59,,1.0,1,1.0,4.0,40.0
6266,3,7310,23,,7.0,1,3.0,4.0,
6267,1,7311,49,,7.0,1,1.0,4.0,2.0
6267,2,7311,45,,4.0,2,1.0,4.0,4.0
6267,3,7311,8,4.0,,2,,,
6268,1,7307,54,,2.0,1,1.0,4.0,40.0
6268,2,7307,50,,1.0,2,1.0,4.0,40.0
6268,3,7307,20,15.0,2.0,2,1.0,4.0,3.0
6268,4,7307,18,14.0,,1,6.0,4.0,
6268,5,7307,85,,,1,6.0,2.0,
6269,1,7302,77,,,2,6.0,4.0,
6270,1,7306,79,,,1,6.0,2.0,
6270,2,7306,79,,,2,6.0,4.0,
6271,1,7313,37,,,2,6.0,4.0,
6271,2,7313,38,,5.0,1,4.0,1.0,90.0
6271,3,7313,5,2.0,,2,,,
6271,4,7313,3,,,1,,,
6272,1,7316,70,,,2,6.0,4.0,
6273,1,7319,51,,1.0,2,1.0,4.0,50.0
6273,2,7319,19,15.0,1.0,2,6.0,4.0,
6273,3,7319,10,7.0,,1,,,
6273,4,7319,0,,,2,,,
6274,1,7310,55,,1.0,1,1.0,4.0,30.0
6274,2,7310,58,,2.0,2,1.0,4.0,40.0
6275,1,7317,59,,,2,6.0,4.0,
6276,1,7311,66,,1.0,1,1.0,4.0,40.0
6277,1,7308,73,,,2,6.0,4.0,
6277,2,7308,59,,1.0,1,1.0,4.0,40.0
6278,1,7311,63,,1.0,1,1.0,4.0,40.0
6278,2,7311,64,,1.0,2,1.0,4.0,40.0
6278,3,7311,34,,,2,6.0,4.0,
6278,4,7311,6,3.0,,1,,,
6278,5,7311,3,,,2,,,
6278,6,7311,33,,1.0,1,1.0,4.0,40.0
6279,1,7317,68,15.0,6.0,2,1.0,4.0,40.0
6279,2,7317,61,,1.0,2,1.0,4.0,8.0
6279,3,7317,33,16.0,,2,6.0,4.0,
6279,4,7317,25,15.0,1.0,2,6.0,4.0,35.0
6279,5,7317,22,15.0,,2,6.0,4.0,
6280,1,7318,45,,1.0,1,1.0,4.0,35.0
6280,2,7318,41,,,2,6.0,4.0,
6280,3,7318,20,,1.0,2,1.0,4.0,20.0
6280,4,7318,17,13.0,,1,6.0,4.0,
6280,5,7318,15,12.0,,1,,,
6280,6,7318,9,7.0,,1,,,
6280,7,7318,4,1.0,,2,,,
6281,1,7318,57,,5.0,2,1.0,4.0,50.0
6281,2,7318,35,,2.0,1,1.0,4.0,50.0
6281,3,7318,32,15.0,2.0,1,1.0,4.0,80.0
6282,1,7315,32,,1.0,1,1.0,4.0,40.0
6282,2,7315,30,,1.0,1,1.0,4.0,40.0
6283,1,7306,57,,1.0,1,1.0,4.0,40.0
6283,2,7306,52,,1.0,2,1.0,4.0,40.0
6283,3,7306,80,,,2,6.0,4.0,
6284,1,7306,66,,1.0,1,6.0,4.0,
6285,1,7322,58,,1.0,1,1.0,4.0,40.0
6285,2,7322,71,,1.0,2,1.0,4.0,25.0
6286,1,7302,24,,1.0,2,1.0,4.0,36.0
6286,2,7302,25,,1.0,1,1.0,4.0,50.0
6286,3,7302,57,,,2,6.0,4.0,
6287,1,7318,35,,1.0,2,1.0,4.0,40.0
6287,2,7318,36,,5.0,1,1.0,4.0,40.0
6287,3,7318,10,6.0,,1,,,
6287,4,7318,2,,,2,,,
6288,1,7316,85,,,2,6.0,4.0,
6289,1,7314,50,,3.0,1,1.0,4.0,40.0
6289,2,7314,42,,1.0,2,1.0,4.0,60.0
6289,3,7314,12,9.0,,1,,,
6290,1,7303,76,,3.0,2,6.0,4.0,
6291,1,7308,75,,1.0,1,1.0,2.0,40.0
6292,1,7302,51,,3.0,1,1.0,4.0,42.0
6292,2,7302,51,,1.0,2,1.0,4.0,33.0
6292,3,7302,20,,1.0,1,1.0,4.0,40.0
6293,1,7302,61,,1.0,1,1.0,2.0,30.0
6293,2,7302,54,,1.0,2,1.0,4.0,50.0
6293,3,7302,22,,1.0,2,1.0,4.0,35.0
6294,1,7321,44,,1.0,2,1.0,4.0,40.0
6294,2,7321,48,,1.0,1,1.0,4.0,40.0
6294,3,7321,23,,1.0,1,1.0,4.0,40.0
6294,4,7321,21,,1.0,1,6.0,4.0,40.0
6294,5,7321,81,,,2,6.0,4.0,
6295,1,7316,29,,1.0,2,1.0,4.0,30.0
6295,2,7316,4,1.0,,2,,,
6296,1,7317,43,,6.0,1,1.0,4.0,30.0
6296,2,7317,41,,,2,6.0,4.0,
6296,3,7317,19,15.0,2.0,2,1.0,4.0,15.0
6296,4,7317,12,9.0,,2,,,
6297,1,7301,40,,1.0,2,2.0,4.0,10.0
6297,2,7301,46,,7.0,1,1.0,4.0,50.0
6297,3,7301,11,7.0,,1,,,
6297,4,7301,5,,,1,,,
6297,5,7301,17,14.0,1.0,2,1.0,4.0,12.0
6298,1,7305,75,,,2,6.0,4.0,
6298,2,7305,46,,,1,6.0,4.0,
6299,1,7314,53,,2.0,2,1.0,4.0,40.0
6299,2,7314,86,,,2,6.0,4.0,
6300,1,7301,34,,1.0,1,1.0,4.0,40.0
6301,1,7322,64,,6.0,2,1.0,4.0,40.0
6301,2,7322,68,,,1,6.0,4.0,
6301,3,7322,41,,,1,6.0,4.0,
6301,4,7322,39,,1.0,2,1.0,4.0,40.0
6301,5,7322,36,,1.0,1,1.0,4.0,40.0
6301,6,7322,19,,8.0,1,3.0,4.0,24.0
6301,7,7322,17,14.0,,2,6.0,4.0,
6301,8,7322,44,,1.0,1,1.0,4.0,20.0
6302,1,7306,34,15.0,7.0,2,6.0,4.0,
6302,2,7306,7,3.0,,2,,,
6302,3,7306,4,1.0,,1,,,
6302,4,7306,40,,1.0,2,1.0,4.0,40.0
6302,5,7306,17,12.0,,2,6.0,4.0,
6303,1,7322,51,,1.0,1,1.0,4.0,48.0
6303,2,7322,49,,1.0,2,1.0,4.0,30.0
6304,1,7306,35,,1.0,2,1.0,4.0,40.0
6304,2,7306,38,,1.0,1,1.0,4.0,20.0
6304,3,7306,2,,,2,,,
6304,4,7306,0,,,1,,,
6305,1,7313,49,,6.0,2,1.0,4.0,8.0
6305,2,7313,49,,1.0,1,1.0,4.0,40.0
6306,1,7307,51,,5.0,1,1.0,4.0,40.0
6306,2,7307,49,,,2,6.0,4.0,
6306,3,7307,13,10.0,,1,,,
6306,4,7307,13,10.0,,2,,,
6306,5,7307,75,,,1,6.0,4.0,
6306,6,7307,73,,,2,6.0,4.0,
6307,1,7316,67,,,1,6.0,4.0,
6308,1,7302,57,,1.0,1,2.0,4.0,20.0
6308,2,7302,53,,9.0,2,3.0,4.0,
6308,3,7302,60,,,2,6.0,4.0,
6309,1,7316,39,,1.0,1,1.0,4.0,50.0
6310,1,7319,69,,,2,6.0,4.0,
6310,2,7319,71,,,1,6.0,4.0,
6311,1,7309,66,,,1,6.0,4.0,
6311,2,7309,55,,,2,6.0,4.0,
6312,1,7309,63,,7.0,1,6.0,4.0,1.0
6312,2,7309,64,,1.0,2,1.0,4.0,40.0
6313,1,7313,56,,,2,6.0,4.0,
6313,2,7313,56,,7.0,1,1.0,4.0,40.0
6314,1,7303,40,,1.0,1,1.0,2.0,36.0
6314,2,7303,39,,1.0,2,1.0,4.0,40.0
6314,3,7303,12,9.0,,1,,,
6314,4,7303,2,,,1,,,
6315,1,7302,46,,1.0,2,6.0,4.0,
6315,2,7302,46,,1.0,1,1.0,4.0,40.0
6315,3,7302,13,10.0,,1,,,
6315,4,7302,10,,,1,,,
6316,1,7321,48,,3.0,2,1.0,4.0,40.0
6316,2,7321,52,,6.0,1,6.0,4.0,10.0
6316,3,7321,25,15.0,1.0,2,1.0,2.0,40.0
6316,4,7321,14,11.0,,1,,,
6317,1,7321,43,,1.0,2,1.0,4.0,55.0
6317,2,7321,46,,1.0,1,1.0,4.0,40.0
6317,3,7321,16,13.0,,1,6.0,,
6317,4,7321,8,5.0,,1,,,
6318,1,7321,69,,2.0,2,1.0,4.0,40.0
6319,1,7316,67,,,1,6.0,4.0,
6319,2,7316,73,,6.0,2,1.0,4.0,10.0
6320,1,7309,57,,,1,6.0,2.0,
6320,2,7309,57,,,2,6.0,4.0,
6321,1,7301,73,,1.0,1,1.0,2.0,72.0
6322,1,7310,73,,,2,6.0,4.0,
6322,2,7310,75,,,1,6.0,4.0,
6323,1,7302,77,,,2,6.0,4.0,
6324,1,7310,80,,6.0,2,1.0,4.0,50.0
6324,2,7310,57,,,1,6.0,2.0,
6325,1,7317,36,,1.0,1,1.0,4.0,40.0
6325,2,7317,36,,5.0,2,4.0,1.0,70.0
6325,3,7317,3,1.0,,2,,,
6326,1,7313,62,,1.0,2,6.0,4.0,
6326,2,7313,30,,3.0,2,1.0,4.0,40.0
6326,3,7313,28,,1.0,1,1.0,4.0,40.0
6327,1,7309,47,,1.0,1,1.0,4.0,50.0
6327,2,7309,20,15.0,1.0,2,6.0,4.0,16.0
6327,3,7309,17,13.0,1.0,2,1.0,4.0,8.0
6327,4,7309,11,7.0,,2,,,
6327,5,7309,45,16.0,1.0,2,6.0,4.0,
6327,6,7309,17,13.0,1.0,2,1.0,4.0,10.0
6328,1,7321,34,,1.0,1,1.0,4.0,40.0
6329,1,7317,39,,6.0,2,1.0,4.0,20.0
6329,2,7317,39,,1.0,1,1.0,4.0,50.0
6329,3,7317,11,7.0,,1,,,
6329,4,7317,7,3.0,,2,,,
6329,5,7317,4,1.0,,2,,,
6329,6,7317,1,,,2,,,
6330,1,7310,83,,,1,6.0,2.0,
6330,2,7310,77,,,2,6.0,4.0,
6331,1,7306,76,,,1,6.0,4.0,
6331,2,7306,78,,,1,6.0,4.0,
6331,3,7306,67,,1.0,1,1.0,4.0,40.0
6332,1,7313,42,,1.0,1,1.0,4.0,40.0
6332,2,7313,41,,,2,6.0,4.0,
6332,3,7313,16,12.0,,2,6.0,,
6332,4,7313,12,8.0,,2,,,
6332,5,7313,7,3.0,,1,,,
6332,6,7313,71,,,1,6.0,4.0,
6332,7,7313,70,,,2,6.0,4.0,
6333,1,7314,52,,9.0,2,3.0,4.0,
6334,1,7311,57,,1.0,1,1.0,4.0,45.0
6334,2,7311,52,,1.0,2,1.0,4.0,60.0
6334,3,7311,19,15.0,1.0,2,1.0,4.0,15.0
6335,1,7303,56,,3.0,2,1.0,4.0,40.0
6335,2,7303,55,16.0,3.0,1,6.0,4.0,40.0
6336,1,7309,56,,1.0,2,1.0,4.0,44.0
6336,2,7309,66,,1.0,1,1.0,4.0,40.0
6337,1,7305,58,,6.0,1,1.0,4.0,40.0
6337,2,7305,66,,2.0,2,6.0,4.0,
6337,3,7305,22,,,1,6.0,4.0,
6338,1,7307,59,,1.0,2,1.0,4.0,20.0
6338,2,7307,57,,1.0,1,1.0,4.0,40.0
6338,3,7307,20,15.0,1.0,1,1.0,4.0,10.0
6338,4,7307,16,13.0,,2,6.0,,
6339,1,7317,67,,2.0,1,1.0,4.0,40.0
6339,2,7317,66,,1.0,1,6.0,2.0,
6340,1,7308,34,,3.0,2,1.0,4.0,40.0
6340,2,7308,36,,1.0,1,1.0,4.0,40.0
6340,3,7308,0,,,1,,,
6341,1,7311,46,,7.0,2,1.0,4.0,50.0
6341,2,7311,15,11.0,,2,,,
6341,3,7311,13,9.0,,2,,,
6341,4,7311,7,4.0,,2,,,
6342,1,7309,94,,,2,6.0,4.0,
6342,2,7309,49,,8.0,1,1.0,4.0,15.0
6342,3,7309,49,,6.0,2,1.0,4.0,40.0
6343,1,7310,52,,1.0,2,1.0,2.0,32.0
6344,1,7318,29,15.0,1.0,2,1.0,4.0,40.0
6344,2,7318,26,15.0,1.0,1,1.0,4.0,50.0
6345,1,7319,71,,,1,6.0,2.0,
6345,2,7319,52,,1.0,2,1.0,4.0,40.0
6345,3,7319,47,,,1,6.0,4.0,
6346,1,7315,48,,1.0,1,1.0,4.0,40.0
6346,2,7315,49,,1.0,2,1.0,4.0,45.0
6347,1,7315,51,,1.0,1,1.0,2.0,40.0
6347,2,7315,51,,4.0,2,1.0,4.0,40.0
6348,1,7317,50,,1.0,2,1.0,4.0,40.0
6348,2,7317,78,,,2,6.0,4.0,
6348,3,7317,63,,,1,6.0,3.0,
6349,1,7320,62,,,2,6.0,4.0,
6350,1,7302,71,,,1,6.0,2.0,
6350,2,7302,65,,,2,6.0,4.0,
6351,1,7318,38,,1.0,2,1.0,4.0,40.0
6351,2,7318,38,,1.0,1,1.0,4.0,40.0
6351,3,7318,16,13.0,,2,6.0,,
6351,4,7318,12,9.0,,2,,,
6352,1,7315,54,,6.0,2,1.0,4.0,30.0
6353,1,7316,65,,6.0,1,1.0,4.0,35.0
6353,2,7316,65,,1.0,2,6.0,4.0,
6353,3,7316,30,,1.0,1,6.0,4.0,40.0
6353,4,7316,2,,,1,,,
6353,5,7316,28,,1.0,2,1.0,4.0,46.0
6354,1,7316,56,,1.0,1,1.0,4.0,40.0
6355,1,7322,41,,1.0,2,1.0,4.0,60.0
6355,2,7322,41,,3.0,1,1.0,4.0,40.0
6355,3,7322,15,12.0,,2,,,
6355,4,7322,12,8.0,,1,,,
6356,1,7321,37,16.0,5.0,2,1.0,2.0,40.0
6356,2,7321,35,,5.0,1,1.0,2.0,50.0
6356,3,7321,9,6.0,,1,,,
6356,4,7321,7,4.0,,2,,,
6357,1,7322,36,,,2,6.0,4.0,
6357,2,7322,32,,7.0,1,1.0,4.0,50.0
6357,3,7322,10,6.0,,1,,,
6357,4,7322,7,3.0,,2,,,
6358,1,7316,83,,,2,6.0,4.0,
6359,1,7314,46,,1.0,1,1.0,4.0,60.0
6359,2,7314,47,,,2,6.0,4.0,
6359,3,7314,13,10.0,,1,,,
6359,4,7314,11,8.0,,2,,,
6360,1,7309,63,,1.0,1,1.0,4.0,42.0
6361,1,7313,66,,1.0,2,6.0,4.0,
6361,2,7313,66,,,1,6.0,4.0,
6361,3,7313,60,,,2,6.0,4.0,
